,index,short_name,player_positions,overall,potential,age,nationality_name,preferred_foot,pace,shooting,passing,dribbling,defending,physic,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,year,sex
2421,470,M. Larsson,ST,74,79,25,Sweden,Right,70.0,76.0,66.0,75.0,39.0,64.0,5,8,13,7,10,2020,F
2422,471,B. Henninger,GK,74,75,28,Mexico,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,74,73,77,72,73,2020,F
2423,472,S. Durand,GK,74,77,24,France,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,75,76,76,73,77,2020,F
2424,473,Lucía García,ST,74,83,20,Spain,Right,71.0,75.0,51.0,76.0,31.0,55.0,16,13,16,11,8,2020,F
2425,474,Lucía García,RM,74,83,20,Spain,Right,71.0,75.0,51.0,76.0,31.0,55.0,16,13,16,11,8,2020,F
2426,475,K. Palacios,ST,74,81,23,Mexico,Right,84.0,73.0,64.0,79.0,24.0,65.0,10,13,10,13,16,2020,F
2427,476,K. Palacios,RW,74,81,23,Mexico,Right,84.0,73.0,64.0,79.0,24.0,65.0,10,13,10,13,16,2020,F
2428,477,Kla Elisinha,CDM,74,74,35,Brazil,Left,59.0,37.0,58.0,52.0,74.0,73.0,13,11,6,10,10,2020,F
2429,478,Kla Elisinha,CM,74,74,35,Brazil,Left,59.0,37.0,58.0,52.0,74.0,73.0,13,11,6,10,10,2020,F
2430,479,Giovanny Bia,CDM,74,74,31,Brazil,Right,61.0,31.0,65.0,47.0,72.0,75.0,10,11,5,11,8,2020,F
2431,480,Giovanny Bia,CM,74,74,31,Brazil,Right,61.0,31.0,65.0,47.0,72.0,75.0,10,11,5,11,8,2020,F
2432,481,Jandinha Kenedy,RB,74,74,27,Brazil,Right,71.0,37.0,58.0,55.0,76.0,67.0,11,13,13,8,6,2020,F
2433,482,Jandinha Kenedy,LB,74,74,27,Brazil,Right,71.0,37.0,58.0,55.0,76.0,67.0,11,13,13,8,6,2020,F
2434,483,Jandinha Kenedy,CB,74,74,27,Brazil,Right,71.0,37.0,58.0,55.0,76.0,67.0,11,13,13,8,6,2020,F
2435,484,L. Arnot,ST,74,82,23,Scotland,Right,76.0,75.0,44.0,74.0,22.0,55.0,14,13,7,12,9,2020,F
2436,485,L. Arnot,LM,74,82,23,Scotland,Right,76.0,75.0,44.0,74.0,22.0,55.0,14,13,7,12,9,2020,F
2437,486,C. Arthur,CM,74,80,24,Scotland,Right,65.0,67.0,67.0,70.0,70.0,60.0,10,8,5,8,6,2020,F
2438,487,C. Arthur,CDM,74,80,24,Scotland,Right,65.0,67.0,67.0,70.0,70.0,60.0,10,8,5,8,6,2020,F
2439,488,C. Arthur,CAM,74,80,24,Scotland,Right,65.0,67.0,67.0,70.0,70.0,60.0,10,8,5,8,6,2020,F
2440,489,L. Clelland,ST,74,76,26,Scotland,Right,80.0,71.0,58.0,73.0,19.0,67.0,8,11,10,13,8,2020,F
2441,490,L. Clelland,RM,74,76,26,Scotland,Right,80.0,71.0,58.0,73.0,19.0,67.0,8,11,10,13,8,2020,F
2442,491,K. Smith,RB,74,78,25,Scotland,Right,77.0,34.0,58.0,62.0,73.0,57.0,15,11,13,13,9,2020,F
2443,492,L. Crichton,CM,74,74,31,Scotland,Right,61.0,70.0,70.0,72.0,69.0,56.0,7,6,12,14,8,2020,F
2444,493,J. Zigiotti Olme,CM,74,83,21,Sweden,Right,73.0,57.0,71.0,78.0,60.0,52.0,15,10,8,12,14,2020,F
2445,494,A. Romero,RB,73,74,26,Mexico,Right,76.0,38.0,60.0,66.0,73.0,65.0,13,12,13,16,13,2020,F
2446,495,A. Romero,CB,73,74,26,Mexico,Right,76.0,38.0,60.0,66.0,73.0,65.0,13,12,13,16,13,2020,F
2447,496,B. Sierra,CB,73,76,27,Mexico,Right,78.0,34.0,59.0,63.0,74.0,75.0,12,8,13,15,13,2020,F
2448,497,C. Bilbault,CDM,73,73,29,France,Right,69.0,44.0,63.0,64.0,70.0,81.0,17,16,16,14,11,2020,F
2449,498,C. Bilbault,CM,73,73,29,France,Right,69.0,44.0,63.0,64.0,70.0,81.0,17,16,16,14,11,2020,F
2450,499,Bi Xiaolin,GK,73,73,29,China PR,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,73,71,72,71,73,2020,F
2451,500,B. Hassett,CAM,73,73,28,New Zealand,Left,77.0,69.0,71.0,73.0,37.0,57.0,13,7,14,7,17,2020,F
2452,501,B. Hassett,LM,73,73,28,New Zealand,Left,77.0,69.0,71.0,73.0,37.0,57.0,13,7,14,7,17,2020,F
2453,502,B. Hassett,RM,73,73,28,New Zealand,Left,77.0,69.0,71.0,73.0,37.0,57.0,13,7,14,7,17,2020,F
2454,503,C. Bott,LB,73,79,24,New Zealand,Right,62.0,51.0,63.0,72.0,72.0,72.0,14,10,9,14,9,2020,F
2455,504,C. Bott,RB,73,79,24,New Zealand,Right,62.0,51.0,63.0,72.0,72.0,72.0,14,10,9,14,9,2020,F
2456,505,D. Kerkdijk,CB,73,79,23,Netherlands,Right,69.0,43.0,54.0,56.0,73.0,75.0,9,10,15,14,14,2020,F
2457,506,I. Kaagman,CAM,73,79,23,Netherlands,Right,64.0,69.0,75.0,71.0,37.0,66.0,10,15,12,5,11,2020,F
2458,507,I. Kaagman,CM,73,79,23,Netherlands,Right,64.0,69.0,75.0,71.0,37.0,66.0,10,15,12,5,11,2020,F
2459,508,María Quiñones,GK,73,79,22,Spain,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,78,77,74,66,67,2020,F
2460,509,F. Maanum,CM,73,88,19,Norway,Right,77.0,60.0,72.0,78.0,55.0,50.0,13,17,15,9,17,2020,F
2461,510,F. Maanum,ST,73,88,19,Norway,Right,77.0,60.0,72.0,78.0,55.0,50.0,13,17,15,9,17,2020,F
2462,511,I. Engen,CM,73,84,21,Norway,Right,73.0,59.0,70.0,75.0,69.0,70.0,11,14,12,14,8,2020,F
2463,512,I. Engen,CAM,73,84,21,Norway,Right,73.0,59.0,70.0,75.0,69.0,70.0,11,14,12,14,8,2020,F
2464,513,Mika Costinho,CAM,73,73,35,Brazil,Right,73.0,65.0,69.0,71.0,36.0,61.0,12,6,7,5,12,2020,F
2465,514,Mika Costinho,CM,73,73,35,Brazil,Right,73.0,65.0,69.0,71.0,36.0,61.0,12,6,7,5,12,2020,F
2466,515,L. Ovalle,LM,73,83,19,Mexico,Left,72.0,73.0,72.0,75.0,42.0,34.0,6,9,15,14,11,2020,F
2467,516,L. Williamson,CB,73,86,22,England,Right,66.0,47.0,51.0,53.0,72.0,70.0,13,13,11,9,8,2020,F
2468,517,Yao Wei,RM,73,82,21,China PR,Right,73.0,66.0,69.0,70.0,30.0,61.0,13,7,13,9,13,2020,F
2469,518,Yao Wei,CM,73,82,21,China PR,Right,73.0,66.0,69.0,70.0,30.0,61.0,13,7,13,9,13,2020,F
2470,519,E. Thorsnes,ST,72,72,30,Norway,Right,69.0,62.0,68.0,74.0,64.0,85.0,10,16,12,16,13,2020,F
2471,520,E. Thorsnes,LB,72,72,30,Norway,Right,69.0,62.0,68.0,74.0,64.0,85.0,10,16,12,16,13,2020,F
2472,521,E. Thorsnes,CB,72,72,30,Norway,Right,69.0,62.0,68.0,74.0,64.0,85.0,10,16,12,16,13,2020,F
2473,522,N. Antonio,CDM,72,79,23,Mexico,Right,77.0,58.0,62.0,66.0,69.0,76.0,9,16,16,10,10,2020,F
2474,523,N. Antonio,CM,72,79,23,Mexico,Right,77.0,58.0,62.0,66.0,69.0,76.0,9,16,16,10,10,2020,F
2475,524,Andrea Falcón,LM,72,82,22,Spain,Left,72.0,59.0,69.0,71.0,26.0,56.0,8,6,14,14,14,2020,F
2476,525,Andrea Falcón,LB,72,82,22,Spain,Left,72.0,59.0,69.0,71.0,26.0,56.0,8,6,14,14,14,2020,F
2477,526,S. Woeller,CB,72,72,28,Canada,Right,65.0,26.0,43.0,47.0,74.0,74.0,13,17,11,8,10,2020,F
2478,527,V. Bøe Risa,CM,72,79,23,Norway,Right,69.0,67.0,73.0,71.0,62.0,57.0,13,13,11,13,13,2020,F
2479,528,G. Stanway,CAM,72,89,20,England,Right,83.0,73.0,70.0,72.0,36.0,56.0,12,8,15,10,8,2020,F
2480,529,G. Stanway,ST,72,89,20,England,Right,83.0,73.0,70.0,72.0,36.0,56.0,12,8,15,10,8,2020,F
2481,530,V. Pelova,CAM,72,89,20,Netherlands,Right,73.0,68.0,66.0,75.0,35.0,52.0,12,17,7,14,16,2020,F
2482,531,V. Pelova,CM,72,89,20,Netherlands,Right,73.0,68.0,66.0,75.0,35.0,52.0,12,17,7,14,16,2020,F
2483,532,Licinha Bardini,GK,72,72,31,Brazil,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,68,72,70,78,69,2020,F
2484,533,E. Laurent,RW,72,86,20,France,Right,85.0,63.0,64.0,77.0,19.0,38.0,8,11,8,13,11,2020,F
2485,534,E. Laurent,RM,72,86,20,France,Right,85.0,63.0,64.0,77.0,19.0,38.0,8,11,8,13,11,2020,F
2486,535,P. Peyraud-Magnin,GK,72,74,27,France,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,74,64,65,73,78,2020,F
2487,536,N. Docherty,LB,72,74,26,Scotland,Left,70.0,52.0,58.0,68.0,71.0,65.0,6,14,10,9,6,2020,F
2488,537,J. Murray,CB,72,72,32,Scotland,Right,64.0,57.0,44.0,43.0,72.0,70.0,12,13,7,11,6,2020,F
2489,538,J. Murray,CDM,72,72,32,Scotland,Right,64.0,57.0,44.0,43.0,72.0,70.0,12,13,7,11,6,2020,F
2490,539,J. Roddar,CDM,72,73,27,Sweden,Right,63.0,38.0,64.0,54.0,69.0,69.0,7,8,14,11,6,2020,F
2491,540,J. Roddar,CM,72,73,27,Sweden,Right,63.0,38.0,64.0,54.0,69.0,69.0,7,8,14,11,6,2020,F
2492,541,Song Duan,CM,71,76,23,China PR,Right,72.0,69.0,60.0,71.0,69.0,63.0,8,10,16,15,12,2020,F
2493,542,Song Duan,CDM,71,76,23,China PR,Right,72.0,69.0,60.0,71.0,69.0,63.0,8,10,16,15,12,2020,F
2494,543,L. Hurtig,LW,71,76,23,Sweden,Right,65.0,76.0,68.0,71.0,31.0,72.0,9,10,8,8,16,2020,F
2495,544,G. Simon,LB,71,71,28,Australia,Left,84.0,57.0,68.0,65.0,67.0,71.0,16,16,7,14,16,2020,F
2496,545,G. Simon,LW,71,71,28,Australia,Left,84.0,57.0,68.0,65.0,67.0,71.0,16,16,7,14,16,2020,F
2497,546,E. Gielnik,RW,71,71,27,Australia,Right,78.0,67.0,65.0,73.0,26.0,67.0,13,9,17,15,15,2020,F
2498,547,E. Gielnik,LW,71,71,27,Australia,Right,78.0,67.0,65.0,73.0,26.0,67.0,13,9,17,15,15,2020,F
2499,548,E. Gielnik,ST,71,71,27,Australia,Right,78.0,67.0,65.0,73.0,26.0,67.0,13,9,17,15,15,2020,F
2500,549,L. Agnew,RB,71,76,24,Canada,Right,74.0,68.0,63.0,66.0,70.0,72.0,16,15,8,7,7,2020,F
2501,550,L. Agnew,RW,71,76,24,Canada,Right,74.0,68.0,63.0,66.0,70.0,72.0,16,15,8,7,7,2020,F
2502,551,V. Esson,GK,71,74,28,New Zealand,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,72,66,72,71,76,2020,F
2503,552,O. Chance,RM,71,72,25,New Zealand,Right,87.0,53.0,65.0,72.0,43.0,48.0,12,13,12,12,15,2020,F
2504,553,O. Chance,LM,71,72,25,New Zealand,Right,87.0,53.0,65.0,72.0,43.0,48.0,12,13,12,12,15,2020,F
2505,554,M. Kelly,LW,71,71,27,Canada,Left,76.0,62.0,68.0,70.0,38.0,56.0,13,15,14,14,14,2020,F
2506,555,M. Kelly,LM,71,71,27,Canada,Left,76.0,62.0,68.0,70.0,38.0,56.0,13,15,14,14,14,2020,F
2507,556,Xu Huan,GK,71,79,20,China PR,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,74,69,73,68,72,2020,F
2508,557,A. Godínez,GK,71,76,25,Mexico,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,73,71,70,75,71,2020,F
2509,558,J. Debever,CB,71,71,31,France,Right,61.0,37.0,46.0,54.0,73.0,67.0,15,16,12,16,9,2020,F
2510,559,J. Fife,GK,71,79,23,Scotland,Left,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,67,70,71,69,73,2020,F
2511,560,J. Falk,GK,71,75,26,Sweden,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,71,66,65,71,75,2020,F
2512,561,A. Anvegård,ST,71,82,22,Sweden,Right,75.0,73.0,64.0,73.0,41.0,55.0,15,5,13,8,14,2020,F
2513,562,K. Martínez,LW,71,82,21,Mexico,Left,75.0,70.0,66.0,74.0,27.0,55.0,15,11,13,7,6,2020,F
2514,563,K. Martínez,ST,71,82,21,Mexico,Left,75.0,70.0,66.0,74.0,27.0,55.0,15,11,13,7,6,2020,F
2515,564,S. Skinnes Hansen,RB,70,77,23,Norway,Right,64.0,61.0,57.0,64.0,68.0,58.0,7,11,8,9,15,2020,F
2516,565,S. Skinnes Hansen,LB,70,77,23,Norway,Right,64.0,61.0,57.0,64.0,68.0,58.0,7,11,8,9,15,2020,F
2517,566,S. Skinnes Hansen,CB,70,77,23,Norway,Right,64.0,61.0,57.0,64.0,68.0,58.0,7,11,8,9,15,2020,F
2518,567,Wang Yan,CB,70,72,27,China PR,Right,74.0,44.0,53.0,57.0,69.0,72.0,9,14,10,8,7,2020,F
2519,568,R. Bernal,LB,70,78,21,Mexico,Left,74.0,41.0,58.0,66.0,68.0,63.0,13,16,8,7,9,2020,F
2520,569,R. Bernal,CB,70,78,21,Mexico,Left,74.0,41.0,58.0,66.0,68.0,63.0,13,16,8,7,9,2020,F
2521,570,K. Rood,LW,70,71,26,New Zealand,Right,80.0,66.0,64.0,71.0,31.0,52.0,12,10,11,15,11,2020,F
2522,571,K. Rood,ST,70,71,26,New Zealand,Right,80.0,66.0,64.0,71.0,31.0,52.0,12,10,11,15,11,2020,F
2523,572,K. Rood,CAM,70,71,26,New Zealand,Right,80.0,66.0,64.0,71.0,31.0,52.0,12,10,11,15,11,2020,F
2524,573,M. Flores,LB,70,78,23,Mexico,Left,76.0,56.0,59.0,67.0,69.0,45.0,11,13,17,14,13,2020,F
2525,574,M. Clémaron,CDM,70,71,26,France,Right,63.0,38.0,60.0,60.0,70.0,65.0,13,16,12,12,17,2020,F
2526,575,M. Clémaron,CM,70,71,26,France,Right,63.0,38.0,60.0,60.0,70.0,65.0,13,16,12,12,17,2020,F
2527,576,L. Kop,GK,70,78,21,Netherlands,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,71,60,69,73,73,2020,F
2528,577,S. Lynn,GK,70,70,33,Scotland,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,69,67,73,67,73,2020,F
2529,578,D. Espinosa,RM,70,81,19,Mexico,Right,68.0,71.0,68.0,68.0,34.0,41.0,10,6,9,12,6,2020,F
2530,579,D. Espinosa,CAM,70,81,19,Mexico,Right,68.0,71.0,68.0,68.0,34.0,41.0,10,6,9,12,6,2020,F
2531,580,D. Espinosa,ST,70,81,19,Mexico,Right,68.0,71.0,68.0,68.0,34.0,41.0,10,6,9,12,6,2020,F
2532,581,M. Earps,GK,70,75,26,England,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,72,68,65,67,69,2020,F
2533,582,J. Huitema,ST,70,86,18,Canada,Right,72.0,71.0,52.0,70.0,19.0,55.0,6,12,11,7,10,2020,F
2534,583,V. Gilles,CB,70,78,22,Canada,Right,59.0,51.0,49.0,41.0,69.0,73.0,8,10,9,14,12,2020,F
2535,584,Li Wen,CM,70,70,30,China PR,Right,63.0,63.0,63.0,67.0,60.0,60.0,6,11,7,7,7,2020,F
2536,585,Li Wen,CAM,70,70,30,China PR,Right,63.0,63.0,63.0,67.0,60.0,60.0,6,11,7,7,7,2020,F
2537,586,N. Ezurike,ST,69,69,27,Canada,Right,68.0,65.0,57.0,68.0,22.0,68.0,15,16,8,15,15,2020,F
2538,587,L. Mercado,CDM,69,69,30,Mexico,Right,56.0,47.0,61.0,62.0,67.0,68.0,9,13,9,13,6,2020,F
2539,588,L. Mercado,CM,69,69,30,Mexico,Right,56.0,47.0,61.0,62.0,67.0,68.0,9,13,9,13,6,2020,F
2540,589,K. Sævik,CM,69,76,23,Norway,Right,77.0,62.0,67.0,71.0,55.0,65.0,9,8,8,9,12,2020,F
2541,590,J. Robles,LM,69,72,24,Mexico,Left,69.0,65.0,69.0,72.0,43.0,58.0,13,7,12,7,9,2020,F
2542,591,J. Robles,CM,69,72,24,Mexico,Left,69.0,65.0,69.0,72.0,43.0,58.0,13,7,12,7,9,2020,F
2543,592,A. Sánchez,RB,69,74,25,Mexico,Right,73.0,39.0,58.0,64.0,68.0,59.0,15,5,9,10,7,2020,F
2544,593,Liu Yanqiu,CM,69,75,23,China PR,Right,61.0,59.0,62.0,66.0,62.0,60.0,10,13,10,8,6,2020,F
2545,594,Wang Ying,CB,69,76,21,China PR,Right,59.0,23.0,35.0,39.0,70.0,66.0,9,10,14,10,13,2020,F
2546,595,Luo Guiping,CDM,69,73,26,China PR,Right,63.0,31.0,62.0,57.0,63.0,63.0,8,8,7,9,12,2020,F
2547,596,D. Garza,RM,68,68,31,Mexico,Right,69.0,64.0,69.0,70.0,33.0,56.0,11,15,7,7,11,2020,F
2548,597,D. Garza,CAM,68,68,31,Mexico,Right,69.0,64.0,69.0,70.0,33.0,56.0,11,15,7,7,11,2020,F
2549,598,P. Satchell,LW,68,76,21,New Zealand,Left,91.0,56.0,62.0,67.0,29.0,49.0,11,9,16,11,12,2020,F
2550,599,P. Satchell,LM,68,76,21,New Zealand,Left,91.0,56.0,62.0,67.0,29.0,49.0,11,9,16,11,12,2020,F
2551,600,O. Bogstad,GK,68,75,23,Norway,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,67,70,65,68,64,2020,F
2552,601,J. Orejel,CB,68,73,22,Mexico,Right,37.0,27.0,42.0,36.0,65.0,78.0,14,13,17,13,14,2020,F
2553,602,A. Luik,CDM,67,67,34,Australia,Right,68.0,56.0,59.0,65.0,63.0,80.0,13,14,12,8,15,2020,F
2554,603,A. Luik,CB,67,67,34,Australia,Right,68.0,56.0,59.0,65.0,63.0,80.0,13,14,12,8,15,2020,F
2555,604,E. Kete,ST,67,67,31,New Zealand,Right,70.0,66.0,51.0,66.0,22.0,60.0,11,12,7,7,8,2020,F
2556,605,S. Morton,CB,67,77,20,New Zealand,Right,65.0,36.0,52.0,54.0,69.0,62.0,15,11,7,15,11,2020,F
2557,606,S. Morton,RB,67,77,20,New Zealand,Right,65.0,36.0,52.0,54.0,69.0,62.0,15,11,7,15,11,2020,F
2558,607,S. Morton,LB,67,77,20,New Zealand,Right,65.0,36.0,52.0,54.0,69.0,62.0,15,11,7,15,11,2020,F
2559,608,S. Hovland,CB,67,68,28,Norway,Right,71.0,29.0,48.0,52.0,69.0,60.0,7,9,12,9,13,2020,F
2560,609,J. Hellstrom,RW,66,70,24,Canada,Right,79.0,55.0,58.0,71.0,45.0,58.0,9,7,7,8,9,2020,F
2561,610,J. Hellstrom,ST,66,70,24,Canada,Right,79.0,55.0,58.0,71.0,45.0,58.0,9,7,7,8,9,2020,F
2562,611,S. Skilton,RW,66,70,24,New Zealand,Right,73.0,65.0,56.0,66.0,64.0,57.0,13,13,10,14,15,2020,F
2563,612,S. Skilton,RWB,66,70,24,New Zealand,Right,73.0,65.0,56.0,66.0,64.0,57.0,13,13,10,14,15,2020,F
2564,613,S. Skilton,ST,66,70,24,New Zealand,Right,73.0,65.0,56.0,66.0,64.0,57.0,13,13,10,14,15,2020,F
2565,614,C. Redisch Kvamme,RB,66,71,23,Norway,Right,67.0,33.0,56.0,63.0,65.0,61.0,8,7,10,12,11,2020,F
2566,615,A. Eikeland,RW,65,71,23,Norway,Right,75.0,63.0,58.0,67.0,23.0,49.0,6,6,13,13,13,2020,F
2567,616,T. Åsland,CM,65,72,23,Norway,Right,66.0,57.0,61.0,66.0,57.0,72.0,10,11,15,7,13,2020,F
2568,617,N. Olla,GK,64,77,19,New Zealand,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,63,60,67,59,65,2020,F
2569,618,E. Nautnes,ST,64,73,20,Norway,Right,73.0,65.0,49.0,68.0,19.0,53.0,11,14,14,14,9,2020,F
2570,619,A. Harrison,LW,63,72,23,Australia,Left,75.0,63.0,49.0,66.0,37.0,61.0,10,9,6,12,8,2020,F
2571,620,A. Harrison,LB,63,72,23,Australia,Left,75.0,63.0,49.0,66.0,37.0,61.0,10,9,6,12,8,2020,F
2572,621,K. Roestbakken,LB,62,80,18,Australia,Right,74.0,31.0,38.0,66.0,62.0,58.0,14,6,12,10,12,2020,F
2573,622,K. Roestbakken,RB,62,80,18,Australia,Right,74.0,31.0,38.0,66.0,62.0,58.0,14,6,12,10,12,2020,F
2574,0,M. Rapinoe,LW,93,93,34,United States,Right,76.0,87.0,93.0,92.0,49.0,69.0,15,12,14,14,11,2021,F
2575,1,M. Rapinoe,LM,93,93,34,United States,Right,76.0,87.0,93.0,92.0,49.0,69.0,15,12,14,14,11,2021,F
2576,2,S. Kerr,ST,92,93,26,Australia,Right,88.0,91.0,72.0,90.0,39.0,80.0,7,12,8,16,13,2021,F
2577,3,S. Kerr,LW,92,93,26,Australia,Right,88.0,91.0,72.0,90.0,39.0,80.0,7,12,8,16,13,2021,F
2578,4,W. Renard,CB,92,92,29,France,Right,68.0,70.0,62.0,72.0,91.0,89.0,7,14,17,11,15,2021,F
2579,5,D. Marozsán,CAM,91,91,28,Germany,Right,83.0,86.0,90.0,89.0,55.0,76.0,8,10,15,9,12,2021,F
2580,6,D. Marozsán,LM,91,91,28,Germany,Right,83.0,86.0,90.0,89.0,55.0,76.0,8,10,15,9,12,2021,F
2581,7,D. Marozsán,CM,91,91,28,Germany,Right,83.0,86.0,90.0,89.0,55.0,76.0,8,10,15,9,12,2021,F
2582,8,A. Henry,CDM,91,91,30,France,Right,74.0,78.0,79.0,80.0,89.0,89.0,11,13,15,14,7,2021,F
2583,9,A. Henry,CM,91,91,30,France,Right,74.0,78.0,79.0,80.0,89.0,89.0,11,13,15,14,7,2021,F
2584,10,V. Miedema,ST,91,94,23,Netherlands,Right,79.0,92.0,75.0,86.0,32.0,79.0,14,16,17,14,17,2021,F
2585,11,A. Morgan,ST,90,90,30,United States,Left,86.0,88.0,74.0,85.0,43.0,71.0,11,11,10,10,11,2021,F
2586,12,T. Heath,RW,90,90,32,United States,Right,77.0,79.0,89.0,93.0,36.0,64.0,12,7,7,16,8,2021,F
2587,13,T. Heath,CAM,90,90,32,United States,Right,77.0,79.0,89.0,93.0,36.0,64.0,12,7,7,16,8,2021,F
2588,14,T. Heath,LW,90,90,32,United States,Right,77.0,79.0,89.0,93.0,36.0,64.0,12,7,7,16,8,2021,F
2589,15,C. Hansen,RM,90,93,25,Norway,Right,87.0,83.0,86.0,90.0,45.0,75.0,17,11,15,13,9,2021,F
2590,16,C. Hansen,CAM,90,93,25,Norway,Right,87.0,83.0,86.0,90.0,45.0,75.0,17,11,15,13,9,2021,F
2591,17,C. Hansen,ST,90,93,25,Norway,Right,87.0,83.0,86.0,90.0,45.0,75.0,17,11,15,13,9,2021,F
2592,18,L. Bronze,RB,90,90,28,England,Right,85.0,54.0,68.0,81.0,88.0,84.0,10,14,16,8,15,2021,F
2593,19,L. Bronze,CM,90,90,28,England,Right,85.0,54.0,68.0,81.0,88.0,84.0,10,14,16,8,15,2021,F
2594,20,E. Le Sommer,ST,90,90,31,France,Right,81.0,92.0,73.0,84.0,45.0,70.0,17,9,13,12,14,2021,F
2595,21,E. Le Sommer,LW,90,90,31,France,Right,81.0,92.0,73.0,84.0,45.0,70.0,17,9,13,12,14,2021,F
2596,22,E. Le Sommer,CAM,90,90,31,France,Right,81.0,92.0,73.0,84.0,45.0,70.0,17,9,13,12,14,2021,F
2597,23,C. Sinclair,ST,89,89,37,Canada,Right,72.0,89.0,85.0,84.0,37.0,80.0,17,9,7,12,8,2021,F
2598,24,C. Sinclair,CAM,89,89,37,Canada,Right,72.0,89.0,85.0,84.0,37.0,80.0,17,9,7,12,8,2021,F
2599,25,L. Martens,LW,89,89,27,Netherlands,Right,82.0,87.0,86.0,89.0,41.0,73.0,7,9,13,16,16,2021,F
2600,26,L. Martens,CAM,89,89,27,Netherlands,Right,82.0,87.0,86.0,89.0,41.0,73.0,7,9,13,16,16,2021,F
2601,27,B. Sauerbrunn,CB,88,88,35,United States,Right,73.0,37.0,62.0,61.0,88.0,86.0,15,12,7,10,11,2021,F
2602,28,B. Sauerbrunn,RB,88,88,35,United States,Right,73.0,37.0,62.0,61.0,88.0,86.0,15,12,7,10,11,2021,F
2603,29,A. Popp,ST,88,88,29,Germany,Right,81.0,88.0,77.0,81.0,49.0,86.0,12,14,13,7,14,2021,F
2604,30,A. Popp,LM,88,88,29,Germany,Right,81.0,88.0,77.0,81.0,49.0,86.0,12,14,13,7,14,2021,F
2605,31,C. Lloyd,CM,88,88,37,United States,Right,72.0,83.0,85.0,86.0,74.0,78.0,13,7,15,10,16,2021,F
2606,32,C. Lloyd,ST,88,88,37,United States,Right,72.0,83.0,85.0,86.0,74.0,78.0,13,7,15,10,16,2021,F
2607,33,J. Ertz,CDM,88,89,28,United States,Right,77.0,66.0,79.0,73.0,86.0,85.0,12,11,9,15,13,2021,F
2608,34,J. Ertz,CB,88,89,28,United States,Right,77.0,66.0,79.0,73.0,86.0,85.0,12,11,9,15,13,2021,F
2609,35,A. Majri,LM,87,87,27,France,Left,84.0,66.0,86.0,88.0,85.0,78.0,10,16,12,14,10,2021,F
2610,36,A. Majri,LB,87,87,27,France,Left,84.0,66.0,86.0,88.0,85.0,78.0,10,16,12,14,10,2021,F
2611,37,L. Horan,CAM,87,90,26,United States,Right,79.0,86.0,85.0,84.0,59.0,76.0,7,15,13,9,11,2021,F
2612,38,L. Horan,CM,87,90,26,United States,Right,79.0,86.0,85.0,84.0,59.0,76.0,7,15,13,9,11,2021,F
2613,39,K. Little,CAM,87,87,30,Scotland,Right,77.0,84.0,86.0,87.0,43.0,69.0,12,5,6,10,6,2021,F
2614,40,K. Little,CM,87,87,30,Scotland,Right,77.0,84.0,86.0,87.0,43.0,69.0,12,5,6,10,6,2021,F
2615,41,A. Naeher,GK,86,86,32,United States,Right,74.26460005535566,62.49321893163576,67.25159147522834,72.22446720177138,57.700802657071684,67.97979518405756,86,78,80,85,89,2021,F
2616,42,N. Fischer,CB,86,86,35,Sweden,Right,48.0,44.0,65.0,56.0,86.0,83.0,11,8,15,10,12,2021,F
2617,43,S. Däbritz,CM,86,91,25,Germany,Left,82.0,79.0,83.0,88.0,69.0,72.0,13,14,16,11,16,2021,F
2618,44,S. Däbritz,LM,86,91,25,Germany,Left,82.0,79.0,83.0,88.0,69.0,72.0,13,14,16,11,16,2021,F
